item,itemLabel,startDate,endDate
Q1647887,Rui Maria de Araújo,2001-09-20,2002-05-20
Q1647887,Rui Maria de Araújo,2002-05-20,2006-07-10
Q1647887,Rui Maria de Araújo,2006-07-10,2007-05-19
Q1647887,Rui Maria de Araújo,2007-05-19,2007-08-08
Q2006557,Nélson Martins,2007-08-08,2012-08-08
Q15849868,Sérgio Lobo,2012-08-08,2015-02-16
Q15833898,Maria do Céu Sarmento Pina da Costa,2015-02-16,2017-09-15
Q1647887,Rui Maria de Araújo,2017-09-15,2018-06-22
Q61723559,Élia António de Araújo dos Reis Amaral,2018-06-22,2020-04-03
Q55434158,Bonifácio dos Reis,2020-04-03,2020-05-29
Q64821688,Odete Maria Belo,2020-05-29,
